Precinct,Frisk_Crime_ratio,Crime_Pop_ratio,Frisk_Pop_ratio,Black_Frisk_Pop,Black_Pop_share,Black_Frisk_share,Hisp_Frisk_Pop,Hisp_Pop_share,Hisp_Frisk_share,White_Frisk_Pop,White_Pop_share,White_Frisk_share,TotCrime_01_12,Vcrime_01_12,Frisk_03_12,Success,Arrest,Weap_Nonweap,PhysForce,Duration,Seasonality,K_race,K_nonrace,Precinct_Crime_Share_2001,Precinct_Crime_Share_2012,Precinct_Stop_Share,Count_Day_1,Count_Day_2,Count_Day_3,Count_Day_4,Count_Day_5,Count_Day_6,Count_Day_7,Count_Day_8,Count_Day_9,Count_Day_10,Count_Day_11,Count_Day_12,Count_Day_13,Count_Day_14,Count_Day_15,Count_Day_16,Count_Day_17,Count_Day_18,Count_Day_19,Count_Day_20,Count_Day_21,Count_Day_22,Count_Day_23,Count_Day_24,Count_Day_25,Count_Day_26,Count_Day_27,Count_Day_28,Count_Day_29,Count_Day_30,Count_Day_31,Counts_2003,Counts_2004,Counts_2005,Counts_2006,Counts_2007,Counts_2008,Counts_2009,Counts_2010,Counts_2011,Counts_2012,PP_Desc,blank,highlight
41,57.30329523,16.04262921,92.73869585,14.44318411,28.90216346,41.7439268,6.770017303,74.21041904,50.2405821,0.82393765,24.2138589,1.995071,6.442376521,-0.346020761,344.467425,1.419264774,4.6998604,124,25.37226617,5.252618106,40.97083104,3,2,0.862005134,1.344995387,1.619774973,65.56473829,73.27823691,80.71625344,75.75757576,87.87878788,79.61432507,74.65564738,78.2369146,91.73553719,96.14325069,72.72727273,86.22589532,77.96143251,95.04132231,83.74655647,100,73.8292011,59.50413223,84.29752066,92.28650138,51.51515152,56.74931129,79.33884298,73.00275482,70.79889807,73.00275482,78.78787879,71.07438017,61.15702479,60.8815427,41.87327824,17.09688826,18.90912306,34.08769448,70.9688826,29.80905233,65.35537482,70.9688826,69.20084866,100,75.99009901," 1035 Longwood Ave., Bronx, NY, 10459-5204  (718) 542-4771 The 41st Precinct encompasses a large industrial and commercial area, located in the southern half of the precinct bounded by the Bruckner Expressway and Edgewater Street. The northern half of the precinct is both commercial and residential. The 41 Precinct also includes North and South Brothers Island located in the East River. There is one main shopping area located on Southern Blvd. from Westchester Avenue to E. 163rd Street.      ",0,0
42,58.77725857,9.43817707,56.87163239,14.487572,42.86718802,62.1041473,5.638520516,59.19549447,33.377501,1.0649514,9.456043723,1.0070227,-21.94528875,-24.15169661,371.7682927,3.825772263,8.866485718,163.1067961,30.3864547,4.619878506,50.72083525,3,1,1.015031099,1.161381356,1.457910536,68.18181818,83.44155844,83.11688312,78.57142857,72.07792208,89.28571429,70.12987013,70.77922078,100,72.4025974,82.79220779,88.63636364,96.1038961,92.85714286,82.14285714,87.01298701,77.5974026,73.7012987,75.97402597,90.90909091,83.76623377,76.62337662,75.32467532,81.49350649,86.68831169,96.42857143,85.38961039,69.48051948,57.46753247,52.5974026,49.35064935,13.26217047,31.25505418,39.60051755,76.03105289,60.18922853,68.6074721,76.03105289,94.03202329,100,62.56671519," 830 Washington Ave., Bronx, NY, 10451-4604  (718) 402-3887  New York City's 42nd Precinct is located at 830 Washington Ave. in the borough of the Bronx. The Precinct was built in 1904 and has been deemed a landmark. During 1997 there have been renovations done to the interior of the Precinct in an effort to prepare for policing in the 21st Century. The 42nd Precinct covers an area of 1.09 square miles and is known as the Morrisanna Section of the Bronx. The Precinct breakdown is as follows: Res",0,0
43,41.9433032,10.56080082,46.12214986,14.14716128,33.90608106,47.9674797,7.048303537,64.42814453,45.4109119,1.255609366,15.44640596,1.9394652,-26.8190018,-12.29868228,430.969031,3.010348071,7.68579492,38.46153846,18.74882408,4.691345249,52.41207229,3,3,2.052275644,2.201559363,2.003048855,78.37837838,82.8009828,94.1031941,92.87469287,96.06879607,73.46437346,84.52088452,95.82309582,91.64619165,91.4004914,84.76658477,74.93857494,92.62899263,95.82309582,73.21867322,70.51597052,75.67567568,76.65847666,98.52579853,99.01719902,75.92137592,68.05896806,73.21867322,83.04668305,85.995086,73.95577396,100,69.77886978,55.77395577,59.21375921,40.54054054,11.6004172,18.41464828,21.78699733,57.1097462,51.32692085,59.0276973,57.1097462,66.57781898,100,61.59462278," 900 Fteley Ave., Bronx, NY, 10473-4006  (718) 542-0888  The 43rd Precinct is located in the southeast section of the Bronx. It is primarily a residential/commercial area consisting of 20 housing developments, one and two family private homes as well as numerous apartment buildings. There are four primary commercial strips in the precinct - Westchester Avenue, Castle Hill Avenue, White Plains Road and Parkchester.      ",0,0
44,68.54223433,10.73756882,74.98743567,12.54551416,38.84352549,48.7311999,7.266303767,61.94930248,45.014245,1.095863767,13.42211089,1.4708805,-23.83258388,-7.911802853,903.7859008,3.817141371,8.68123293,77.19298246,51.11848095,4.811918548,41.53096026,3,3,1.783863165,1.991714756,2.897731448,69.57210777,67.82884311,73.5340729,85.57844691,87.16323296,88.43106181,82.09191759,100,93.81933439,88.74801902,98.89064976,82.09191759,84.15213946,79.08082409,86.84627575,83.51822504,69.09667195,69.41362916,80.19017433,84.62757528,70.04754358,82.09191759,76.3866878,70.83993661,73.05863708,75.59429477,68.77971474,52.9318542,62.91600634,62.12361331,42.47226624,9.101711027,18.21530418,28.8973384,70.73431559,47.48098859,52.44177757,70.73431559,76.21791825,100,91.36169202," 2 East 169 Street, Bronx, NY, 10452-7800  (718) 590-5511  The 44th Precinct encompasses Community Board #4. Many formerly abandoned buildings have been and are being renovated. The precinct area consists of 1.97 square miles, two miles of waterfront and fifty-three acres of parkland. There are several business and shopping locations such as: Concourse Plaza Mall at 161 Street, 167 Street bet university and The Grand Concourse, Bronx Terminal Market and the home of Yankee Stadium. The Bronx Hous",0,0
45,27.24255319,12.37353948,42.01738087,15.38773059,24.28124393,37.363324,8.954101975,41.13448786,36.8322399,5.125336108,38.94868801,19.9625117,-37.92921289,-1.428571429,259.4594595,3.182957393,8.095238095,209.4339623,20.22556391,5.756390977,57.89858924,3,1,1.168057064,1.062790571,0.751849947,78.66666667,73.33333333,100,64.66666667,91.33333333,67.33333333,52.66666667,73.33333333,62,83.33333333,78,59.33333333,74,70,74.66666667,76,57.33333333,59.33333333,78.66666667,71.33333333,60,63.33333333,80,67.33333333,61.33333333,77.33333333,69.33333333,70.66666667,49.33333333,54,36,20.97505669,24.54648526,29.30839002,79.55404384,49.65986395,64.02116402,79.55404384,91.98790627,100,75.3968254," 2877 Barkley Ave., Bronx, NY, 10465-1949  (718) 822-5411  The 45th Precinct is located at 2877 Barkley Avenue, at the corner of Revere Avenue in the Northeast Bronx. The precinct area contains 6 miles of park area, and 10.6 miles of waterfront. The precinct is predominantly residential, intersected by large commercial strips located on East Tremont Avenue, Crosby Avenue, Buhre Avenue, Westchester Avenue, and Westchester Square. The 45th Precinct also has two unique areas, Coop City and City Isl",0,0
46,33.80421314,12.91278331,44.95472701,13.64177514,31.6944115,43.2368035,7.833778622,68.8330498,53.9222874,0.980785422,11.3993864,1.1180352,-41.30909091,-32.69754768,166.8091168,3.043246129,4.555970813,165.625,41.11051789,5.033291793,82.50712306,3,2,1.6968605,1.459867219,1.058808233,93.85964912,100,96.92982456,83.33333333,81.57894737,85.96491228,82.89473684,78.94736842,79.38596491,77.19298246,92.54385965,75.43859649,60.52631579,87.28070175,71.92982456,68.42105263,76.31578947,67.54385965,89.03508772,79.8245614,64.9122807,68.85964912,84.64912281,57.89473684,47.36842105,64.9122807,88.15789474,96.05263158,70.1754386,70.61403509,50.43859649,15.37114079,22.02029049,29.44310634,65.56455733,44.25224436,55.95212028,65.56455733,86.62871323,100,41.01160499," 2120 Ryer Ave., Bronx, NY, 10457-2919 (718) 220-5211 The 46th Precinct is located in the central part of the western Bronx. The area includes four neighborhoods known as Fordham, University Heights, Morris Heights and Mount Hope. The commercial strips are along East Fordham Road, Grand Concourse, West Burnside Avenue and Webster Avenue. The precinct consists of both residential and commercial areas.      ",0,0
47,38.61516722,11.63241455,48.85833281,10.57033971,70.53204678,74.5547695,8.306173702,23.12978706,19.2120029,2.613888713,9.006629428,2.3542327,-9.195893926,16.11570248,270,3.095211394,7.042727375,181.0810811,30.44745991,4.531067743,62.60483319,3,2,1.442639945,1.92025905,1.680262149,73.77521614,96.25360231,67.14697406,63.40057637,78.09798271,79.82708934,84.43804035,81.8443804,73.19884726,73.77521614,67.72334294,65.129683,74.92795389,73.19884726,84.72622478,53.60230548,63.11239193,60.80691643,81.8443804,86.74351585,83.28530259,76.08069164,65.41786744,84.72622478,82.99711816,92.50720461,100,85.01440922,89.33717579,75.21613833,44.38040346,22.08982585,36.28780935,31.21906508,61.08157654,63.75802016,65.92117324,61.08157654,88.65261228,100,81.73235564," 4111 Laconia Ave., Bronx, NY, 10466-4901  (718) 920-1211  The 47th Precinct is located in the north Bronx and consists of several communities - Woodlawn, Wakefield, Williamsbridge, Baychester, Edenwald, Olinville and Fishbay. It is primarily a residential area with many ethnic groups residing therein, as well as commercial areas located along White Plains Road and Boston Road. Woodlawn Cemetary is located within the confines of the 47 Precinct and it is one of the largest and oldest cemeteries ",0,0
48,32.34643735,16.85948228,56.00496324,13.26023489,31.87814843,42.2711736,6.986370152,66.64813786,46.5628561,2.212073272,16.31072418,3.6080517,-15.60393987,-13.9874739,341.4693878,1.534763314,3.550295858,233.6956522,32.3964497,4.558823529,93.45246627,3,2,1.19027051,1.472530256,1.01904875,55.65217391,56.08695652,56.52173913,75.2173913,78.69565217,87.82608696,86.95652174,73.04347826,82.60869565,76.95652174,70,73.04347826,72.17391304,75.65217391,81.73913043,84.34782609,94.7826087,100,73.47826087,95.65217391,74.7826087,80.86956522,74.7826087,74.7826087,63.04347826,76.08695652,77.39130435,57.82608696,50,51.73913043,57.82608696,22.65162722,37.48150888,36.1316568,65.14423077,60.04068047,75.62869822,65.14423077,66.9933432,96.72707101,100," 450 Cross Bronx Expressway, Bronx, NY, 10457-7401  (718) 299-3900  The 48th Precinct area can be described as economically depressed insofar as many of the residents are in the middle to lower income strata with a multifarious ethnic make-up. At the same time it can be considered vital, where new businesses are moving in. Also, many abandoned buildings have been or are in the process of being restored while one and two family units are being built up on previous empty lots.      ",0,0
49,35.29262087,16.0642303,58.9737106,15.91358235,29.17705478,46.4311464,7.576964325,46.83969104,35.4902668,4.474579184,28.80165144,12.887527,-24.67656924,14.96062992,285.504342,3.378963784,6.047478773,197.0149254,16.06307399,4.840207972,89.21694082,3,2,1.287762859,1.421878109,1.087450136,69.32773109,90.75630252,73.94957983,53.78151261,79.83193277,94.95798319,65.96638655,76.47058824,83.61344538,70.58823529,64.28571429,68.90756303,85.29411765,85.29411765,74.78991597,76.47058824,59.24369748,80.67226891,80.67226891,89.49579832,100,73.94957983,86.55462185,78.1512605,78.57142857,85.29411765,76.8907563,50.84033613,67.64705882,67.22689076,41.59663866,17.27639931,27.68609348,30.37507213,77.62261973,54.65666474,53.56030006,77.62261973,100,97.86497403,66.60126947," 2121 Eastchester Rd., Bronx, NY, 10461-2251  (718) 918-2000  The 49th Precinct is located at 2121 Eastchester Avenue in the Bronx. The identifiable neighborhoods situated in this command are as follows: Allerton, Morris Park, Van Nest, Pelham Parkway, Eastchester Gardens and Pelham Gardens.      ",0,0
50,15.95573441,23.96058737,43.82328757,17.52415059,16.87456875,29.5712484,10.08675557,55.75838345,56.2421185,2.727999442,34.90032642,9.5208071,-33.06397306,-16.47727273,3.11968236,3.080308031,11.16611661,95.71428571,35.53355336,6.378987899,92.99923531,3,1,0.91630467,0.899075598,0.342572231,39.74358974,69.23076923,100,58.97435897,87.17948718,80.76923077,66.66666667,65.38461538,93.58974359,93.58974359,52.56410256,91.02564103,60.25641026,55.12820513,80.76923077,64.1025641,64.1025641,55.12820513,51.28205128,69.23076923,60.25641026,60.25641026,48.71794872,65.38461538,73.07692308,61.53846154,71.79487179,57.69230769,73.07692308,37.17948718,25.64102564,65.75904513,81.79783663,87.1689668,86.60947408,65.75904513,84.59530026,86.60947408,98.99291309,100,67.81051846," 3450 Kingsbridge Ave., Bronx, NY, 10463-4004  (718) 543-5700  The 50th Precinct encompasses the northwest Bronx neighborhoods of Riverdale, Fieldston, Kingsbridge, Marble Hill, and Spuyten Duyvil. Its many areas of interest include Wave Hill, a historic mansion and garden overlooking the Hudson River, and Van Cortlandt Park, one of the largest parks in the city. The precinct consists of vibrant and diverse residential and commercial districts, and is home to Manhattan College and the College of",0,0
52,42.91010195,9.43576223,42.565869,14.69751739,21.41088298,31.4686825,9.051825842,67.59730696,61.187905,1.786896999,15.5922647,2.7861771,-29.29226737,-28.66666667,541.3043478,2.229070365,4.57113508,170.5882353,26.82074987,4.890064728,51.48829434,3,2,1.883206634,1.951916641,1.83440081,60.8,76,70.13333333,74.13333333,76.53333333,74.13333333,86.13333333,90.93333333,95.73333333,79.73333333,89.06666667,87.46666667,77.86666667,77.86666667,89.86666667,85.33333333,100,92.53333333,87.46666667,89.33333333,68.8,80.26666667,71.73333333,84.26666667,69.06666667,74.13333333,74.4,78.13333333,89.06666667,74.13333333,44.26666667,11.2211709,18.38409225,21.68095801,67.51182732,36.48728563,56.59373152,67.51182732,70.9861029,100,71.96185689," 3016 Webster Ave., Bronx, NY, 10467-4901 (718) 220-5811  The 52nd Precinct is primarily residential with six story multiple dwelling units as well as one and two family residences. The precinct consists of numerous hospitals, schools of all grades, and many houses of worship. It is a multi-cultural/multi-ethnic community. The neighborhoods in this precinct are known as Bedford Park, Fordham, Kingsbridge, Norwood and University Heights.      ",0,0
60,50.45170257,14.4903208,78.29203909,18.60040912,25.6666649,47.7410468,9.336365443,25.78855246,24.077135,4.738515167,48.13726789,22.8099174,-20.58498896,-31.42857143,198.6938148,3.305466238,6.430868167,118.5185185,24.38585209,6.080535186,40.71910766,1,2,1.118076809,1.301579262,1.465071011,87.69716088,75.70977918,98.73817035,84.54258675,76.97160883,100,75.07886435,72.23974763,87.06624606,72.23974763,71.92429022,63.40694006,66.87697161,69.0851735,69.0851735,76.97160883,70.03154574,60.25236593,74.44794953,59.6214511,89.27444795,76.65615142,59.30599369,79.81072555,81.38801262,75.70977918,83.2807571,64.3533123,62.14511041,66.24605678,40.06309148,26.18975752,29.29872221,48.1939833,87.91628937,43.53556696,66.46543918,87.91628937,92.71556495,100,78.22718583," 2951 West 8th Street, Brooklyn, NY, 11224-3615  (718) 946-3311  The 60th Precinct consists of an area of approximately two thousand one hundred and fifteen (2115) acres, or 3.4 square miles, of which three hundred and sixteen (316) acres are classified as parkland. There are ten (10) New York City Housing Projects located within the command. The command can be separated into five (5) distinct communities. Sea Gate - a privately owned, enclosed residential area with its own Police Force. Coney I",0,0
61,39.67625899,14.57440781,5.837627011,32.30467067,8.068578308,26.0652765,17.81485362,10.38179375,18.4950136,7.253003623,70.12444781,50.8612874,-35.74730354,-18.36734694,349.8989899,1.766202664,2.888789103,93.89312977,9.339919174,5.851197605,64.81664898,1,2,1.601836312,1.50871036,1.258924685,76.20578778,73.31189711,100,85.20900322,75.56270096,70.73954984,72.02572347,64.30868167,63.66559486,64.30868167,75.24115756,89.71061093,67.84565916,52.41157556,54.34083601,77.49196141,74.59807074,71.38263666,66.55948553,59.16398714,70.09646302,88.74598071,76.20578778,51.12540193,81.99356913,61.09324759,72.66881029,55.94855305,48.55305466,61.73633441,25.72347267,22.2272115,30.05538093,76.79988026,80.55680287,66.53195629,90.04640024,80.55680287,81.24532256,98.72773537,100," 2575 Coney Island, Brooklyn, NY, 11223-5027 (718) 627-6611 The 61st Precinct is located in the south end of Brooklyn. It is a residential area encompassing, Sheepshead Bay, Gravesend, Kings Highway, Homecrest, Madison, Manhattan Beach, and Gerritsen Beach. There are 2 New York City Housing complexes. Gerritsen Beach is located on the Eastside of the Command and named after Wolphert Gerritsen, a settler there before the Revolutionary War. Gravesend, the word comes from two Anglo-Saxon words mean",0,0
62,33.6328725,12.50968357,4.287112755,82.40764295,1.041946474,8.5864353,22.96458627,13.06657588,30.0068509,8.691879975,57.2490869,49.7602192,-41.00589035,-9.677419355,686.9488536,2.465262214,4.347826087,95.55555556,11.56432093,5.750280206,81.71042241,1,1,1.361807681,1.177662403,0.840790592,62.79069767,66.04651163,71.62790698,80.46511628,100,72.55813953,78.13953488,78.13953488,80.46511628,83.72093023,77.20930233,53.95348837,81.39534884,56.74418605,50.69767442,63.25581395,56.27906977,75.81395349,60.93023256,59.06976744,55.34883721,43.72093023,36.74418605,65.11627907,78.60465116,64.18604651,60,36.27906977,72.09302326,71.1627907,44.18604651,9.429569267,22.35157159,72.82554465,100,68.75103941,76.78363546,100,82.63761849,72.89206719,74.20588724," 1925 Bath Avenue, Brooklyn, NY, 11214-4714 (718) 236-2611 The 62 Precinct services the Bensonhurst section of Brooklyn South. It primarily consists of middle class one and two family homes. The ethnic composition of the community is predominantly Italian-Americans with a steady influx of Asian, Russian and Hispanic Immigrants.      ",0,0
63,26.03896104,24.11426773,6.352178319,11.86805284,63.59760333,75.4779717,8.517338947,7.547396599,6.4283735,5.375067417,29.02268565,15.5998892,-23.76237624,43.09392265,120.0723327,3.34155026,5.395781978,47.77070064,17.66639277,6.571350315,55.40779302,1,2,1.12177905,1.253640623,0.687970966,70.98765432,74.69135802,95.0617284,83.95061728,64.19753086,75.30864198,61.11111111,81.48148148,71.60493827,87.65432099,78.39506173,55.55555556,83.33333333,59.87654321,82.09876543,88.88888889,82.71604938,100,66.04938272,61.72839506,66.66666667,92.59259259,53.7037037,68.51851852,61.72839506,64.19753086,72.83950617,64.81481481,45.67901235,61.72839506,50.61728395,36.30991464,58.50295469,91.00459619,55.11052747,71.50361129,48.26001313,55.11052747,75.26811118,100,79.90807617," 1844 Brooklyn Avenue, Brooklyn, NY, 11210-4240 (718) 258-4411 The 63rd Precinct comprises approximately 8.96 square miles with 146.61 miles of street and 1.5 square miles of park. In addition, this command also polices undeveloped marshlands of the Marine Park area. A distinctly unique feature indigenous to this precinct is the fact that it borders a National Park, Gateway National Recreation Area, which it shares related jurisdiction with the United States Park Police. The precinct is primaril",0,0
66,26.42799678,12.33049754,3.392622815,31.04996883,3.441205226,10.6849315,25.50255726,18.58529708,47.3972603,4.061871218,60.03036603,24.3835616,-33.24382385,-26.08695652,59.58936071,1.637426901,9.385964912,70,12.83625731,7.140935673,69.75453717,3,1,1.148928818,1.124296749,0.644442811,44.50549451,50.54945055,64.83516484,67.03296703,59.34065934,63.73626374,58.24175824,63.18681319,63.73626374,50.54945055,55.49450549,65.93406593,48.9010989,60.43956044,37.91208791,59.34065934,68.68131868,45.05494505,76.92307692,57.69230769,57.14285714,60.98901099,51.0989011,62.63736264,53.2967033,100,62.63736264,62.63736264,43.95604396,53.2967033,35.16483516,47.06786734,50.88952339,100,87.43685482,70.98616297,83.24181858,87.43685482,60.97078849,83.79090709,75.11530859," 5822 16th Avenue, Brooklyn, NY, 11204-2111 (718) 851-5611 The 66th Precinct is located in the Boro Park section of Brooklyn including Midwood and Kensington. The Precinct is divided between residential and commercial areas. The largest segment of the population consists of many Hassidic and Orthodox Jewish Communities. The 66 Precinct is unique in that is has over 300 religious institutions comprised mostly of Hassidic and Orthodox Synagogues and Yeshivas.      ",0,0
67,44.20576132,14.18206999,6.293220604,10.25361071,91.35290035,93.6697077,4.454583232,6.770999536,3.0161981,2.906175768,2.818873893,0.8192143,-32.92851228,-21.74447174,160.0820068,2.513215246,2.791430956,74.35897436,10.37744598,4.959465727,52.82737165,3,3,2.235536578,2.197941352,2.031879191,79.59641256,84.30493274,86.09865471,72.42152466,95.96412556,80.04484305,86.5470852,77.57847534,76.9058296,90.80717489,76.00896861,84.52914798,77.80269058,63.0044843,63.0044843,83.85650224,100,66.8161435,75.78475336,86.09865471,86.77130045,80.2690583,65.69506726,96.6367713,78.25112108,70.62780269,75.33632287,79.14798206,69.7309417,57.17488789,41.70403587,33.04902352,53.7425269,52.44320446,98.48545237,41.34715026,54.30051813,98.48545237,94.6990833,100,85.95456357," 2820 Snyder Avenue, Brooklyn, NY, 11226-4118 (718) 287-3211 The 67th Precinct area is mostly residential consisting primarily of private homes. There are two large housing complexes within the confines of the precinct. There are two small industrial areas, one on Glenwood Road and the other on Ditmas Avenue. Both areas have several warehouses along with the industrial businesses. There are four large commercial strips within this command - Nostrand Avenue between Clarkson and Glenwood Road, Chu",0,0
68,26.68071654,14.45045051,3.879846985,41.23383492,1.398412908,5.7661927,17.67283978,14.59295151,25.7898894,8.81615727,68.58547658,60.4660348,-43.77962085,-32.25806452,185.6502242,2.119309262,7.221350078,70.14925373,12.79434851,7.287396938,95.47160175,1,1,1.041563827,0.858372981,0.480128738,62.6984127,57.14285714,62.6984127,50,69.04761905,71.42857143,66.66666667,84.92063492,86.50793651,76.19047619,90.47619048,57.93650794,49.20634921,52.38095238,57.93650794,73.01587302,100,61.9047619,65.87301587,46.03174603,59.52380952,75.3968254,73.01587302,61.9047619,61.9047619,63.49206349,63.49206349,56.34920635,47.61904762,59.52380952,45.23809524,26.60304205,29.85386221,78.49686848,75.57411273,78.97405309,100,75.57411273,78.55651655,86.10199821,75.99164927," 333 65th Street, Brooklyn, NY, 11220-4927 (718) 439-4211 The 68th Precinct provides police service to the Brooklyn neighborhoods of Bay Ridge, Dyker Heights and Fort Hamilton. These middle-class neighborhoods are culturally and ethnically diverse. Over recent years there has been a significant influx of people of Middle-Eastern and Asian descent into the area. One and two family homes dominate the landscape; however, there are also many four and six story apartment houses throughout the precinc",0,0
69,46.99646643,17.98829845,8.512660316,11.11491133,81.175244,90.2255639,6.041916807,10.79550846,6.5225564,1.949890234,9.736426016,1.8984962,-35.38812785,-30.42071197,307.0668693,1.88538361,3.136083629,54.86725664,32.6675378,6.103641457,82.35926943,3,1,1.081054398,1.023896959,1.009438638,55.13307985,84.79087452,71.1026616,100,87.45247148,87.83269962,48.66920152,60.45627376,79.84790875,70.34220532,72.62357414,63.49809886,61.21673004,55.13307985,64.25855513,65.39923954,66.15969582,64.25855513,50.95057034,54.37262357,63.49809886,45.24714829,63.878327,70.72243346,56.27376426,58.93536122,69.58174905,79.84790875,70.72243346,50.19011407,30.41825095,19.6888091,30.2962298,65.40993417,84.59006583,68.64153202,100,84.59006583,97.87552364,91.05326152,80.14661879," 9720 Foster Avenue, Brooklyn, NY, 11236-2123 (718) 257-6211 The 69th Precinct is located in the Canarsie Section of Brooklyn. The precinct is mostly residential with one and two family houses. There are commercial strips along Avenue L, Rockaway Parkway, and Remsen Avenue. There are warehouses and factories located in the northern section of the command.      ",0,0
70,58.19385593,9.246896969,5.448224676,11.56441713,62.06602046,71.775735,7.634752648,18.64501138,14.235005,3.771313495,19.35542036,7.2995358,-48.77916441,-50,353.8555692,1.474289824,1.357425387,134.8547718,17.93419633,5.51002788,36.1003055,3,2,2.27441011,1.707700935,2.096135039,72.25806452,76.12903226,72.04301075,67.31182796,72.68817204,75.2688172,86.66666667,83.65591398,76.77419355,87.52688172,76.77419355,100,73.33333333,76.98924731,76.77419355,83.01075269,88.38709677,84.94623656,84.94623656,77.6344086,71.1827957,76.34408602,75.91397849,80.64516129,72.25806452,72.04301075,75.2688172,58.92473118,85.16129032,58.06451613,43.87096774,20.19777503,37.51957149,75.11330861,83.23856613,79.83518747,84.43345694,83.23856613,83.79892872,100,91.66872682," 154 Lawrence Avenue, Brooklyn, NY, 11230-1103 (718) 851-5511 The 70th Precinct is centrally located in the Borough of Brooklyn. It is comprised of upper and middle class, one family houses, combined with lower income multiple dwellings. There are seven major commercial areas located within its boundaries. These commercial areas are Coney Island Avenue from Caton Avenue to Avenue P, Flatbush Avenue from Parkside Avenue to Avenue I, Church Avenue from Bedford Avenue to Coney Island Avenue, Cortel",0,0
71,28.23708207,18.27010866,5.173383961,11.54394921,77.80440284,89.8170075,5.738235767,9.642041952,5.532831,2.632084303,13.33220823,3.5091496,-37.94794417,-32.10332103,11.54214559,3.649635036,7.535422928,73.56321839,10.62687849,6.249677697,53.02029453,3,2,1.635773522,1.4879068,0.877723572,78.80434783,85.86956522,92.93478261,85.32608696,80.97826087,77.7173913,76.63043478,57.06521739,96.73913043,91.30434783,83.15217391,77.7173913,91.30434783,80.97826087,100,81.52173913,94.02173913,80.97826087,85.32608696,79.34782609,82.60869565,100,85.32608696,84.23913043,74.45652174,73.91304348,84.23913043,72.2826087,77.17391304,59.7826087,52.7173913,57.99194556,45.74364672,43.88279406,95.20899875,59.64449382,66.71295653,95.20899875,100,83.44674351,64.68546035," 421 Empire Boulevard, Brooklyn, NY, 11225-3217 (718) 735-0511 The 71st Precinct is located in Central Brooklyn in the southern end of the Crown Heights section of Brooklyn. It is primarily a residential and commercial area consisting of factories, warehouses, one and two family private houses as well as numerous apartment buildings home to 110,000 lower and middle income residents. The four primary commercial strips are Utica Avenue, Kingston Avenue, Nostrand Avenue, and Flatbush Avenue. The re",0,0
72,44.38045375,10.36303987,4.647090913,18.13368897,5.085226793,9.2213921,13.3852464,56.17138831,75.1867873,2.142337789,38.91361271,8.3366103,-40.92783505,-13.8047138,132.2187076,2.023740027,4.475578906,31.83098592,19.30336641,5.398326523,49.64849447,2,1,1.197057952,1.036559996,0.968360119,69.48356808,69.01408451,81.69014085,75.11737089,79.81220657,100,80.75117371,85.91549296,76.05633803,83.56807512,84.03755869,70.89201878,87.79342723,69.48356808,61.03286385,93.89671362,88.2629108,81.69014085,77.9342723,67.6056338,65.72769953,67.6056338,64.31924883,94.83568075,82.15962441,77.9342723,87.79342723,88.73239437,55.8685446,69.48356808,49.29577465,31.89680023,31.03199769,47.36235226,57.53819545,52.11876622,53.86278466,57.53819545,63.02969155,100,74.07033727," 830 4th Avenue, Brooklyn, NY, 11232-1702 (718) 965-6311 The 72nd Precinct is mostly residential consisting of private homes and small apartment buildings. There are no housing projects within the confines of this command. The Sunset Park Community, which accounts for approximately half of the population, is predominantly Hispanic. The Windsor Terrace Community is predominantly White, middle class, and accounts for almost the other half of the population. There is a growing Asian community resid",0,0
73,96.58081705,8.172400152,7.947768016,10.84980787,79.36577847,86.1103448,4.205782298,23.71119828,9.9724138,1.287449704,7.070915448,0.9103448,-13.28455911,-4.295302013,288.3156028,1.401762477,2.32409479,104.9180328,6.903794347,4.448940446,56.38576356,3,3,1.602453352,2.036939887,4.126883629,77.41935484,92.16589862,87.90322581,91.70506912,91.01382488,90.20737327,88.82488479,91.47465438,92.85714286,85.82949309,93.20276498,88.47926267,100,87.32718894,85.48387097,84.56221198,82.60368664,80.64516129,82.25806452,84.10138249,74.42396313,81.10599078,72.58064516,67.28110599,64.40092166,63.47926267,76.84331797,64.74654378,74.19354839,61.98156682,46.65898618,21.28703529,55.4180034,39.35082091,100,81.07190036,85.4802793,100,72.98358181,94.13096811,82.66087941," 1470 East New York Avenue, Brooklyn, NY, 11212-5007 (718) 495-5411 The 73rd Precinct is located at 1470 East New York Avenue in the Ocean Hill - Brownsville area of Brooklyn, New York. Ocean Hill - Brownsville is primarily residential one, two and four family homes with Housing developments. On the commercial side there are factories, warehouses and different types of storage facilities. There are two primary shopping areas - one on Pitkin Avenue between Saratoga Avenue and Mother Gaston Blvd.,",0,1
